key,val
capsule's,1
linksThis,1
voyage,1
ends,1
"splash"".BBC",1
48,1
News.,1
Việt吴语Yorùbá粵語Žemaitėška中文Edit,1
UyghurcheTiếng,1
српскохрватскиSuomiSvenskaTagalogதமிழ்ไทยTürkçeУкраїнськаئۇيغۇرچە,1
srpskiSrpskohrvatski,1
March2017.^Denise,1
EnglishSlovenčinaSlovenščinaکوردیСрпски,1
SimiРусскийScotsShqipSimple,1
nynorskOccitanOʻzbekcha/ўзбекчаPolskiPortuguêsRomânăRuna,1
Attribution-ShareAlike,1
213.075,1
Policy.,1
June2017.‹See,1
"March2021.^Berger,",1
UseandPrivacy,1
"222.ISBN978-0-06-297997-1.^David,",1
"Leonard.""SpaceX",1
tackles,1
heavy,1
"Ignites"".",1
"vehicle"".MSNBC.",1
NBC,1
Prize,1
theTerms,1
March2021.^abDavid,1
agree,1
Frankel,1
"site,",1
"2010).""Minutes",1
NAC,1
"Committee""(PDF).",1
NASA.Archived(PDF)from,1
apply.,1
terms,1
clipsNavigation,1
pursuit,1
BillArchived24,1
"Updates"".",1
Sentinel.Archivedfrom,1
194.394,1
March2017.^Loren,1
Grush,1
missiondearMoonRelatedAxiom,1
knows,1
Adventures,1
StibbeMissionsPlannedAxiom-1Space,1
PathyEytan,1
"March2017.^""Anomaly",1
"March2017.^ab""Elon",1
"reusability"".Quartz.Archivedfrom",1
performs,1
'flight-proven',1
ConnorMark,1
"rocket"".The",1
HiranoLarry,1
MaezawaYozo,1
recycled,1
PeresildYusaku,1
"Systems""(PDF).nasa.gov.",1
ShipenkoYulia,1
"aftermath"".Orlando",1
SegmentTourism,1
rebuild,1
40.Archived(PDF)from,1
portalAuthority,1
"2016).""SpaceX's",1
portalCompanies,1
"inquiry,",1
discounts,1
portalLos,1
Valley's,1
test-and-fail,1
"ethos"".",1
March2017.^Calandrelli,1
"E,",1
Escher,1
portalRocketry,1
"2016).""The",1
portalAstronomy,1
events,1
happened,1
portalStars,1
MoonSpaceflight,1
March2017.^Marco,1
Santana,1
"rocket"".NBC",1
Now,1
"Template:Infobox"",""",1
July2018.^spacexcmsadmin,1
"March2018.^abc""Company",1
touristsPastDennis,1
"March2017.^Hughes,",1
competitionsSpace,1
elevator,1
PrizeSpace,1
"Template:Elon_Musk_series"",""",1
"2017).""Statement",1
"March2014.^""Commercial",1
Hughes,1
Senior,1
"-total"",""",1
Global,1
Government,1
Affairs,1
"(SpaceX)""(PDF).Archived(PDF)from",1
2017.^Agenda,1
Item,1
PrizeAnsari,1
"Council,",1
Agenda,1
"2012).""Company"".",1
TitoMark,1
2.67%,1
ShuttleworthGregory,1
One,1
SembroskiPlannedKlim,1
Valuable,1
Privately,1
Held,1
ArceneauxChristopher,1
"Companies"".The",1
ProctorHayley,1
63.291,1
IsaacmanSian,1
DaemenJared,1
LalibertéOliver,1
GarriottGuy,1
"November2017.^""As",1
steamroller,1
"surges,",1
SimonyiRichard,1
AnsariCharles,1
industry,1
OlsenAnousheh,1
"resist"".",1
March2021.^Peter,1
"ship"".CNBC.Archivedfrom",1
controlGeneralIntegrated,1
WikidataWikipedia,1
"2014).""Satellite",1
unknownArticles,1
Operators,1
ESA,1
Reduction,1
Ariane,1
"Costs"".",1
linksCS1,1
$90,1
link]^Melody,1
2021Articles,1
linksArticles,1
upset,1
firm's,1
templateAll,1
"satellites"".The",1
linksWikipedia,1
"March2017.^""Air",1
budget,1
categories:Webarchive,1
2002Hidden,1
descriptionShort,1
vandalismUse,1
"prices"".",1
"Help"".",1
March2021.^abPeter,1
extent,1
WikidataArticles,1
statementsCommons,1
contribute,1
"2015).""Arianespace,",1
2012All,1
Battled,1
Draw,1
"Contracts"".",1
nameArticles,1
WikidataPages,1
March2017.^Amy,1
Svitak,1
2020Coordinates,1
"2014).""Arianespace",1
EnglishUse,1
ESA:,1
2019All,1
Need,1
spent,1
undercuts,1
Ars,1
Robert,1
"2015).""Support",1
cause,1
"""https://en.wikipedia.org/w/index.php?title=SpaceX&oldid=1047153967""Categories:SpaceX2002",1
RepublicIsraelRetrieved,1
March2017.^Samantha,1
Masunaga,1
StatesCzech,1
Melody,1
librariesNorwayUnited,1
June2015.SpaceX,1
(Germany)ISNI1VIAF1WorldCatNational,1
File,1
instant.,1
Figuring,1
involves,1
mountain,1
"data"".The",1
March2017.^Elon,1
Authority,1
"2015).""Background",1
tonight's,1
"March2017.^Wright,",1
probable,1
CaliforniaAerospace,1
AngelesTechnology,1
StatesAmerican,1
manufacturersTechnology,1
March2018.^Brian,1
AngelesSpacecraft,1
companiesScience,1
Confirms,1
2002Private,1
"Investment"".",1
March2017.^Cecilia,1
AngelesManufacturing,1
Christian,1
Davenport,1
CaliforniaHyperloopManufacturing,1
founder,1
files,1
"space"".The",1
"MuskHawthorne,",1
CaliforniaElon,1
providersCompanies,1
$300,1
March2017.^Stephen,1
2002Commercial,1
communicationsMain,1
Amos,1
"engine"".",1
Sign,1
"2015).""Google",1
Conor,1
Agreement,1
"Dougherty,",1
"Pad"".",1
March2018.‹See,1
"domain.^""NASA,",1
Partners,1
Quentin;,1
Update,1
Dates,1
"February2020.^Hardy,",1
"Program"".blogs.nasa.gov.Archivedfrom",1
February2019.‹See,1
"domain.^Mack,",1
"Directors"".tesla.com.Archivedfrom",1
Board,1
"Eric.""Elon",1
"July"".CNET.Archivedfrom",1
"April2021.^""Gov.",1
Gracias,1
"domain.^""Antonio",1
Perry,1
Property,1
"2015).""NASA,",1
$200M,1
Fidelity,1
Keach,1
Elizabeth,1
"2020).""See",1
Evolution,1
Rockets,1
"Pictures"".Space.com.Archivedfrom",1
April2021.^Chris,1
"December2020.^Hagey,",1
"2011).""SpaceX:",1
tag,1
team,1
"year"".",1
Times.ISSN0362-4331.Archivedfrom,1
SAOCOM,1
1A,1
"2015)"".The",1
(Published,1
Into,1
nails,1
Coast,1
"landing"".",1
"February2019.^Granath,",1
Bob,1
Valley,1
State,1
"Canaveral"".Reuters.Archivedfrom",1
"Texas"".CBS",1
Foust,1
Breaks,1
Ground,1
"Spaceport"".",1
lab,1
Seattle,1
"area"".",1
GeekWire.,1
October2018.^Gene,1
expands,1
sqft,1
SpaceX-focused,1
"Fund,",1
Founders,1
"CA"".",1
"County"".Orange",1
County,1
Nosek,1
Register.,1
July2020.^Dennis,1
"Stone,",1
"""NASA's",1
Approach,1
March2017.^Jeff,1
proposed,1
Incentives,1
approval,1
Jurvetson,1
Funded:,1
Bringing,1
"Facility,",1
300,1
Jobs,1
Brownsville,1
"Area"".",1
Office,1
Governor,1
Rick,1
Perry.,1
March2017.^Eric,1
"2014).""Texas,",1
announce,1
Cromwell,1
"Brownsville"".",1
"January2021.^Schubarth,",1
MySanAntonio.com.Archivedfrom,1
March2017.^Leonard,1
David,1
receives,1
FAA,1
"April2021.^Howell,",1
operate,1
"Transportation"",Acta",1
G&A,1
additions,1
Race.,1
[that,1
Billionaires:,1
Tim.Rocket,1
experienced,1
"(2018).ISBN978-1610398299Fernholz,",1
have],1
multiple,1
layers,1
integration...,1
PublicAffairs,1
Cosmos.,1
spend,1
[about],1
Colonize,1
63,1
cents,1
revenue,1
Musk.,1
Barons;,1
[but,1
at],1
fee,1
exponential,1
integration,1
eliminating,1
Random,1
occurs,1
Penguin,1
Future.,1
37:50–38:58.,1
March2017.We,1
vertically,1
Our,1
Shaping,1
integrated...,1
Metal,1
How,1
Ashlee.Elon,1
sheet,1
"(2018).ISBN978-1328662231Vance,",1
Harcourt,1
wire,1
block,1
format,1
Mifflin,1
roll,1
out...,1
Houghton,1
lower-level,1
"(wires,",1
lets,1
"Capsule"".",1
June2021.^Irene,1
Klotz,1
"readingBerger,",1
December2020.Further,1
Journal.ISSN0099-9660.Archivedfrom,1
Appetite,1
Sites,1
"Grows"".",1
"Hill"".The",1
(2020).Falcon,1
Capitol,1
Grilling,1
Guide(PDF).,1
Gets,1
14.Archived(PDF)from,1
"March2021.^Spudis,",1
"2020).""Google",1
"D.""The",1
Tale,1
"1"".Air",1
"May2021.^Wolf,",1
Jim,1
"2007).""U.S.",1
nasa.gov.,1
Views,1
"connectors,",1
Eric.Liftoff:,1
raw,1
"materials).^""Reusable",1
ready,1
"liftoff"".",1
March2017.^Jason,1
Christian.The,1
"(2021).ISBN978-0008445621Davenport,",1
Paur,1
Rocket-Testing,1
"Facility"".Wired.Archivedfrom",1
activate,1
ahead,1
Collins,1
busy,1
"2020"".",1
nasaspaceflight.com.,1
"June2021.^""NASA",1
Administrator,1
Launched,1
Bolden,1
Days,1
Early,1
Desperate,1
Luke,1
"Astronautica63,",1
House,1
"survive"".",1
"November2020.^""Dragon",1
orders,1
Resilience,1
"Station,",1
needs,1
Expands,1
Expedition,1
64,1
Seven,1
"Crew"".",1
"November2020.^Sheetz,",1
(23,1
"2015).""Lockheed-Boeing",1
"year"".CNBC.Archivedfrom",1
"June2021.^Sheetz,",1
"2021).""Two",1
"station,",1
"arrives"".CNBC.Archivedfrom",1
Awarded,1
Shalal,1
"I""(Press",1
2005.,1
March2017.^Andrea,1
arrive,1
Four,1
"SpaceX""(Press",1
mission:,1
"2019).""Crew",1
"ISS"".",1
"January2020.^Northon,",1
Karen,1
"2020).""NASA,",1
Complete,1
Final,1
"2014).""Congress",1
Major,1
March2017.^Melody,1
"Spacecraft"".",1
Denver,1
"half"".",1
January2020.‹See,1
"domain.^""Demo-2",1
Lays,1
Groundwork,1
"2014).""ULA",1
Avery,1
November2020.^Jackie,1
"Wattles.""SpaceX-NASA",1
March2017.^Greg,1
Yahoo.Archivedfrom,1
"March2017.^ab""NASA",1
2008.Archivedfrom,1
bill,1
"2015).""NBN",1
"link]^""ULA,",1
secure,1
March2017.^David,1
Policy.Archivedfrom,1
Foreign,1
$650,1
"Rocketeer"".",1
"contracts"".Florida",1
Today.Archivedfrom,1
"2013).""The",1
prepares,1
NRO,1
"February2019.^Erwin,",1
$739,1
win,1
$653,1
"Asia"".BBC",1
that's,1
TV,1
"start"".Archivedfrom",1
"August2020.^""Inspiration4:",1
SES,1
"Dragon"".space.com.Archivedfrom",1
Ramli,1
February2019.[permanent,1
domain.^SpaceX's,1
launcher,1
NovemberArchivedJuly,1
Day.Archivedfrom,1
"TechCrunch,",1
"Etherington,",1
"2017^""U.S.",1
certifies,1
"launches"".Reuters.",1
February2019.^Mike,1
Herald,1
Gruss,1
$82,1
Morning,1
"satellite"".",1
undercut,1
40,1
percent:,1
"Force"".",1
Reuters.,1
Sydney,1
"March2017.^""SpaceX's",1
"says"".",1
fight,1
jobs,1
OKs,1
March2018.^ksmith,1
1-4,1
March2017.^abJason,1
2009.Archivedfrom,1
"2014).""NASA",1
'push',1
"extension"".",1
Insider.Archivedfrom,1
"December2020.^abc""SEC",1
Celebrates,1
"domain.^""Kimbal",1
"Return"".",1
March2017.^Chris,1
"2015).""NASA",1
lines,1
"Cygnus"".",1
2002.Archivedfrom,1
$700,1
"million"".",1
(SEC).,1
Commission,1
"March2017.^""SMSR",1
Integrated,1
"Schedule""(PDF).Office",1
Safety,1
Assurance.NASA.,1
Rhian,1
"More"".The",1
"May2021.^""Microgravity",1
Promising,1
(2008):192–97^AtlanticCouncil,1
"2014),Discussion",1
co-founder,1
"SpaceX,archivedfrom",1
retrieved29,1
"March2018^abZapata,",1
"2017).""PayPal",1
"Edgar.""An",1
Katie,1
Improvements,1
"domain.^Roof,",1
COTS/CRS,1
Implications,1
"Missions""(PDF).Archived(PDF)from",1
"2019.^""Mission",1
Status,1
"Shotwell"".",1
"2020).""Ms.",1
"Center"".",1
"domain.^Tzinis,",1
"2012).""Big",1
Day,1
Entrepreneur,1
2021.Archived(PDF)from,1
"Flights"".Glenn",1
banning,1
Americans,1
"domain.^ab""NASA",1
Chooses,1
"domain.^ab""Elon",1
Companies,1
Transport,1
2014.Archivedfrom,1
"domain.^Post,",1
Hannah,1
"August2020.^""SEC",1
«technica.Archivedfrom,1
"2015).""Crew",1
«ars,1
"success"".",1
sauce,1
"Test"".",1
secret,1
"January2020.^""NASA",1
"Eric.""Forget",1
"March2017.^Berger,",1
"engines"".The",1
Russian-made,1
purchases,1
"Station"".teslarati.com.Archivedfrom",1
"Soil"".",1
Effort,1
Center.NASA.,1
Steps,1
"securities"".",1
Retrieved27,1
"February2021.^Sheetz,",1
powerful,1
moon's,1
"astronauts"".",1
sale,1
"April2020.^""Private",1
Taxi's,1
Escape,1
System,1
Passes,1
Big,1
"Hurdle"".",1
2011.Archivedfrom,1
"March2017.^Frank,",1
Jr.,1
Morring,1
"2011).""Five",1
Vehicles,1
Vie,1
Human,1
"Spaceflight"".",1
Event,1
Council.,1
"April2017.^Grush,",1
"2013).""Elon",1
'I'd,1
die,1
"impact'"".",1
March2017.^Alex,1
destroyed,1
Hern,1
†,1
sites.,1
'Chances,1
we're,1
"engines,",1
living,1
"simulation'"".The",1
unflown,1
Guardian.Archivedfrom,1
March2017.^Sarah,1
Fecht,1
Wants,1
docuseries)*,1
Humans,1
Space(2021,1
"2025"".",1
Science.Archivedfrom,1
SXSW:,1
Terdiman,1
Development)RelatedCountdown:,1
September2018.^Daniel,1
"architecture,",1
topicsHyperloopTesla,1
Company(2016–present)Endeavor(2021–present)Related,1
(2006–present)OpenAI(2015–present)Neuralink(2016–present)The,1
"plans"".Archivedfrom",1
"May2020.^""Elon",1
Energy(previouslySolarCity),1
Inc.(2004–present)Tesla,1
"""dangerous""",1
"scared"".cbsnews.com.Archivedfrom",1
"laterPayPal)SpaceX(2002–present)Tesla,",1
"February2019.^""Elon",1
hinges,1
giant,1
Engadget.Archivedfrom,1
"MuskCompaniesZip2(1995–1999)X.com(1999–2000,",1
mystery,1
"passenger,",1
sites.CommonsvteElon,1
he's,1
"billionaire"".",1
abandoned,1
"vehicles,",1
Broadband,1
"Seattle"".",1
updates,1
transportKey,1
Dragon(canceled)Mars,1
Blanket-licensed,1
stationsArchivedMay,1
"29,",1
"MachineSES-LIC-INTR2019-00217,",1
2019‹See,1
"domain.^""SpaceX's",1
testsRed,1
$900,1
programsReusabilityFalcon,1
FCC,1
"areas"".",1
"December2020.^Immanni,",1
Manikanta,1
Collaborated,1
ServicesR&D,1
Provide,1
ServicesGateway,1
ProgramCommercial,1
"Customers"".TechDator.Archivedfrom",1
"May2021.^Hall,",1
programContractsCommercial,1
ship)SpaceX,1
Application,1
"Musk(CEO,",1
heaviest,1
"constellations"".",1
"date"".",1
VP,1
Mueller(former,1
"July2019.^""Starlink",1
COO)Tom,1
"Statistics"".planet4589.org",1
Jonathan's,1
Pages.Archivedfrom,1
"2021.^O'Callaghan,",1
Reveals,1
Monthly,1
'Better,1
Than,1
Shotwell(President,1
Nothing,1
"Beta'"".Forbes.Archivedfrom",1
October2020.^Caleb,1
Henry,1
"2017).""FCC",1
CTO)Gwynne,1
gets,1
applications,1
non-geostationary,1
BFR,1
spaceBoring,1
(June,1
concludes,1
"NASASpaceFlight.com"".",1
Play:,1
"March2019.^Clark,",1
Stephen,1
(7,1
"redesigns,",1
September2021.^Jonathan,1
finish,1
sight,1
"spaceship"".",1
June2020.'With,1
[the,1
parachutes],1
angle,1
"seats,",1
get,1
"anymore',",1
said.,1
"""So",1
seats.,1
Motors(2019)Power,1
kind,1
Story,1
splashdown,1
Bet,1
"us"".^""SpaceX",1
"March2021.^""Crew",1
Loren,1
2019)CategoriesvteSatellite,1
"Morty,",1
"time"".",1
(Rick,1
"April2019.^""Big",1
"Morty""",1
News!,1
Starhopper,1
"2015)""One",1
First,1
Free,1
"Simpsons,",1
"Flight!"".",1
(The,1
"August2019.^Berger,",1
"2020).""So,",1
"Earth""",1
"Century(2021)""The",1
turns,1
pretty,1
good,1
"rocketing"".Ars",1
change,1
"flight"".",1
"Moon,",1
"contract"".",1
Simberg,1
Reusable,1
"Plans"".",1
March2017.^SpaceX,1
Musk(mother)Justine,1
"2015),Elon",1
Names,1
Drone,1
Ships,1
Honor,1
Sci-Fi,1
"Legend,archivedfrom",1
retrieved31,1
"May2020^Burghardt,",1
acquires,1
TeslaTSLAQFamilyMaye,1
honorsCriticism,1
serve,1
"spaceports"".NASASpaceFlight.com.Archivedfrom",1
March2021.^Chris,1
Gebhardt,1
"2017).""The",1
TunnelViewsAwards,1
March2020.^Rand,1
Musk(first,1
Retrieved7,1
ties,1
Unvarnished,1
"December2020.^Potter,",1
biography)Ludicrous:,1
Sean,1
"2020).""NASA",1
Artemis,1
Future(2015,1
"Services"".",1
Fantastic,1
Rive(cousin)In,1
Musk(sister)Lyndon,1
March2020.‹See,1
Musk(brother)Tosca,1
partner)Kimbal,1
wife)Grimes(former,1
"domain.^Clark,",1
"Stephen.""NASA",1
Riley(second,1
picks,1
wife)Talulah,1
lunar,1
"orbit"".",1
"March2020.^""Dragon",1
Shannon,1
"Launch,",1
UK,1
"Gluck,",1
5*Falcon,1
"Beger,",1
Samuel;,1
"Hu,",1
Yiyuan;,1
"Rhee,",1
1e*Falcon,1
Justin;,1
"Petersen,",1
Eric;,1
"Mormann,",1
Benjamin;,1
St,1
"Aubin,",1
Michael;,1
"Hasdianda,",1
Mohammad,1
4CancelledFalcon,1
"Jambaulikar,",1
Guruprasad;,1
"Boyer,",1
Edward,1
"W.;Sabeti,",1
Air*BFR,1
Matthew;,1
v1.2Block,1
"Slein,",1
Sameed,1
M.;,1
"Chen,",1
Zhilin;,1
"Yu,",1
Jingyou;,1
"Gebre,",1
vehiclesCurrentStarship,1
Makda;,1
"Atyeo,",1
Caroline;,1
"Gorman,",1
CrewC206EndeavourC207ResilienceC210Starship*Test,1
CargoStarship*CrewedDragon,1
CargoDragon,1
"Zhu,",1
Alex,1
Lee;,1
Jaewon;,1
"Burke,",1
ITS*SpacecraftCargoDragon,1
John,1
S.;,1
Pardis,1
"C.;Barouch,",1
Stephanie;,1
9Block,1
vehiclesCurrentFalcon,1
websitevteSpaceXHistoryLaunch,1
to:SpaceXOfficial,1
"1018.Bibcode:2021NatCo..12.1018B.doi:10.1038/s41467-021-21336-8.PMC7884400.PMID33589636.^""SEC",1
quotations,1
"D/A"".www.sec.gov.",1
Commission.Archivedfrom,1
March2021.^abMichael,1
to:SpaceXWikiquote,1
toSpaceX.Wikinews,1
media,1
SpaceX:,1
Visit,1
Company's,1
Slide,1
"3"".",1
"March2017.^abcBerger,",1
taken,1
"time"".Ars",1
March2021.^Gwynne,1
2014).Discussion,1
linksWikimedia,1
(2015).ISBN978-0753555620External,1
Communications.12(1):,1
5Falcon,1
Dan,1
"stability"".Nature",1
H.;,1
"Julg,",1
Boris,1
"D.;Musk,",1
R.;,1
"Menon,",1
Anil,1
"S.;Lauffenburger,",1
Douglas,1
"Nilles,",1
"J.;Alter,",1
"Thrust""",1
"9v1.0v1.1""Full",1
Galit(15,1
"2021).""Discrete",1
historyRetiredFalcon,1
SARS-CoV-2,1
antibody,1
titers,1
functional,1
developmentStarship*development,1
HeavyIn,1
humoral,1
"Siddiqui,",1
prototypesRetiredGrasshopperF9R,1
Fear,1
"know"".",1
nationalgeographic.com.,1
"Houston,",1
March2021.^SpaceX,1
"2020).""Astronomy",1
Discussion,1
Academy,1
"officesChantilly,",1
"Sciences"".Archivedfrom",1
"April2021.^O'Callaghan,",1
WashingtonRegional,1
"facilityRedmond,",1
Cause,1
Cascades,1
"Junk"".Scientific",1
TexasSatellite,1
American.Archivedfrom,1
"facilityMcGregor,",1
CaliforniaRocket,1
August2020.^Does,1
Pose,1
Debris,1
Threat?,1
An,1
"Seattle,",1
astronomy?,1
Expert,1
harm,1
Outnumber,1
Visible,1
"Stars"".The",1
"June2019.^""The",1
Navigator(recovery,1
unexpected,1
ruin,1
night,1
"sky"".The",1
ship)GO,1
Economist.,1
"June2019.^""SpaceX's",1
Searcher(recovery,1
Change,1
Night,1
"Forever,",1
And,1
Astronomers,1
Are,1
DCSupportGO,1
Not,1
"Happy"".Forbes.Archivedfrom",1
"June2019.^""Will",1
"factoryHawthorne,",1
Answers.Archived17,1
"Fischinger,",1
facilitiesOrbitalCCSFSSLC-40KSCLC-39AVSFBSLC-4EFloating,1
HeavyStarlinkStarshipLaunch,1
missionsFalcon,1
"2019).""Team",1
TUM,1
Competition,1
288,1
mph,1
"speed"".TechCrunch.Archivedfrom",1
"April2021.^Krouse,",1
Sarah,1
got,1
"4,000",1
enginesMerlin1A1B*1C1DVacuumKestrelDracoSuperDracoRaptorLists,1
workers,1
join,1
study.,1
"learned"".Wall",1
February2021–,1
"viafoxbusiness.com.^Bartsch,",1
Dev2*Rocket,1
Dev1†DragonFlyStarhopperUnflownF9R,1
Yannic,1
C.;,1
"April2021.^Etherington,",1
"seriously?"".Ars",1
MachineJan,1
"2018).""Is",1
facilitiesHeadquarters,1
"Hattenbach,Sky",1
LZ-2LZ-4Other,1
"Telescope,",1
ZonesLZ-1,1
"2019^""Starlink",1
"v1.0"".",1
space.skyrocket.de.Archivedfrom,1
July2021.^Alan,1
Boyle,1
Plans,1
shipsLanding,1
sitesAutonomous,1
ChicaLanding,1
Races,1
NBC.Archivedfrom,1
Mexico†StarbaseBoca,1
"March2017.^""Spacex",1
"Competition""(PDF).",1
Island†AtmosphericMcGregorNew,1
"March2017.^Bonasio,",1
Alice,1
platforms*Omelek,1
subcontractors,1
theExpedition,1
"Klotz,",1
rocket.[60]2017–2018:,1
theStarshipandStarlinkprojects.[70]Construction,1
Florida,1
moved,1
newSpaceX,1
sitelater,1
year.,1
"satellites,",1
beginning,1
year.[71]SpaceX,1
US$1.33,1
capital,1
across,1
rounds,1
2019.[72]By,1
risen,1
US$33.3,1
billion[73]and,1
US$36,1
2020.[74]On,1
(Doug,1
HurleyandBob,1
Behnken),1
aCrew,1
Dragonspacecraft,1
duringCrew,1
"Demo-2,",1
Stationand,1
help,1
launchesOn,1
Musk.[69]2019–present:,1
launches.[65]In,1
US$350,1
US$21,1
billion.[61]In,1
45%,1
contracts.[62]By,1
100,1
representing,1
revenue.[63]The,1
andgovernment(NASA/DOD),1
customers.[64]This,1
measured,1
manifested,1
"asubsidiary,The",1
remainder,1
"Company,[66]and",1
construct,1
tunnel,1
utilizing,1
"employees,[67]which",1
"2018,[68]and",1
opened,1
2018.[69]During,1
wasspun,1
outinto,1
separatecorporate,1
entitywith,1
marking,1
years.[75][76]The,1
fromKennedy,1
say,1
forStarlink.[82]Summary,1
achievementsMajor,1
reduction,1
notable,1
continued,1
relaunches,1
multi-yearprogram,1
technology.,1
separate,1
"boosters,B1049andB1051,",1
respectively.[83]Elon,1
gone,1
push,1
compute,1
fleet,1
"leader,B1051,",1
past,1
flights.[84]SpaceX,1
self-funded,1
"efforts,",1
traditionalcost-plus,1
contractingof,1
government.,1
"result,",1
firsts,1
company.List,1
networking,1
on-ground,1
39A(LC-39A),1
investors[81]at,1
theKennedy,1
CenterinFlorida.[77]On,1
US$1.9,1
"round,",1
fundraising,1
pushes,1
increased,1
US$46,1
billion.[78][79][80]In,1
additionalUS$1.61billion,1
round,1
99,1
"$420,[80]raising",1
Azureto,1
approximatelyUS$74billion.,1
thanUS$6billion,1
date.,1
capital-intensive,1
phase,1
principally,1
fielding,1
vehicle.[81]By,1
entered,1
agreements,1
withGoogle,1
PlatformandMicrosoft,1
providerIn,1
class,1
2008First,1
"again,",1
"fromGoogleandFidelity,",1
exchange,1
8.33%,1
establishing,1
billion.[48]The,1
month,1
"constellation,",1
"calledStarlink,",1
"June,",1
asked,1
permission,1
begin,1
"project,",1
aiming,1
satellites.[49]The,1
failure,1
seventh,1
"mission,CRS-7exploded",1
flight.[50]The,1
problem,1
traced,1
2-foot-long,1
aheliumpressure,1
"vessel,",1
force,1
ofacceleration.,1
breach,1
years.[47]In,1
US$400,1
rise,1
ORBCOMM,1
"low-altitude,",1
low-speed,1
aspects,1
technology.[42]TheFalcon,1
prototypesperformed,1
takeoffs,1
(VTOL).,1
"High-velocity,",1
high-altitude,1
theboosteratmospheric,1
2013.[42]2013–2015:,1
growthLaunch,1
"OG2-M1,",1
Alliance(ULA).[46]The,1
2014Employees,1
capsuleat,1
2015SpaceX,1
worldwide.[43]That,1
requested,1
governments,1
additionalsubsidiesto,1
face,1
SpaceX.[44][45]Beginning,1
affect,1
"payloads,",1
providerUnited,1
high-pressure,1
helium,1
low-pressure,1
vessels.[57]Though,1
"payload,",1
theAmos-6communications,1
valued,1
US$200,1
destroyed.[56]The,1
theliquid,1
oxygenthat,1
turning,1
cold,1
solidified,1
withcarbon,1
compositehelium,1
unsuccessful,1
pre-launchstatic,1
sent,1
four-month,1
hiatus,1
worked,1
wrong.,1
2017.[58]On,1
theSES-10satellite.,1
re-launch,1
payload-carrying,1
back,1
space.[59]The,1
recovered,1
test.[55]The,1
standard,1
"tank,",1
withFalcon,1
causing,1
failure.[51]2015–2017:,1
milestonesLong-exposure,1
(left),1
(right),1
"20,",1
rocket.Falcon,1
anautonomous,1
ship(ASDS),1
barge,1
"sea,SpaceX",1
CRS-8mission.SpaceX,1
20.[52]In,1
stage.[54]In,1
autonomous,1
(ASDS)Of,1
Course,1
I,1
Still,1
Love,1
Youin,1
Ocean.[53]By,1
"landings,",1
offering,1
discount,1
choose,1
SpaceXDateAchievementFlight28,1
414,1
MachineAviation,1
third,1
"times,",1
127,1
"successes,",1
partial,1
"success,one",1
in-flight,1
failure.,1
experienceda,1
pre-flight,1
failureprior,1
2016.[103][104]Rocket,1
enginesMain,1
enginesTheMerlin,1
1Dengine,1
undergoes,1
Texas.Since,1
founding,1
severalrocket,1
"engines–Merlin,Kestrel,",1
andRaptorfor,1
inlaunch,1
"vehicles,[105][106]Dracofor",1
"spacecraft,[107]andSuperDracofor",1
inCrew,1
Dragon.[108]Merlin,1
usesliquid,1
oxygen(LOX),1
129,1
Launch(NSSL).[101][102]As,1
theNational,1
aheavy-lift,1
firstcommercialspacecraft,1
(ISS).[38]The,1
upgraded,1
v1.1in,1
"2013,Falcon",1
Full,1
Thrustin,1
5in,1
retropropulsively,1
"recovered,",1
reflown.[97]TheFalcon,1
Heavyis,1
"63,800",1
orbit[100]Both,1
"(140,700",1
toLow,1
orbit(LEO),1
"26,700",1
"(58,900",1
togeosynchronous,1
orbit(GTO).,1
slightly,1
27Merlin,1
1Dengines.[98][99]The,1
personalTesla,1
Roadsterintoheliocentric,1
andRP-1propellants,1
agas-generator,1
cycle.,1
2spacecraft.[107]SuperDracois,1
strengthniobiumalloy.[106][111]Draco,1
ahypergolicliquid-propellant,1
utilizesmonomethyl,1
hydrazinefuelandnitrogen,1
tetroxideoxidizer.,1
thruster,1
generates,1
400,1
N,1
(90,1
thrust.[112]They,1
theDragonandDragon,1
hypergolic,1
nozzle,1
liquid-propellant,1
"that,",1
"Draco,",1
usesmonomethyl,1
hydrazineandnitrogen,1
tetroxidepropellants.,1
Eight,1
providelaunch,1
capabilityfor,1
scenario.,1
produces,1
73,1
fabricated,1
Kestrel's,1
1's,1
engine.,1
apintleinjector,1
provides,1
deep-throttle,1
landings.,1
Propellants,1
fed,1
via,1
"shaft,",1
dual,1
impellerturbopump.[109][110]Kestrel,1
LOX/RP-1pressure-fedrocket,1
main,1
pintle,1
nozzle.,1
architecture,1
"aturbopump,",1
isfed,1
tank,1
pressure.,1
isablatively,1
cooledin,1
chamber,1
"throat,",1
isradiatively,1
cooledon,1
exhaust,1
"flight,COTS",1
2010.,1
2009First,1
v1.0rocket,1
intoheliocentric,1
orbit.Elon,1
RoadsteronFalcon,1
flight2,1
orbit.Crew,1
Demo-13,1
crew-capable,1
Station(ISS).25,1
afull-flow,1
cycle,1
engine(Raptor).[89]Starhopper11,1
fairing.,1
theArabSat-6Amission,1
2019.Starlink,1
v1.0January,1
2020Largest,1
operator,1
world.[71]Starlink,1
v1.030,1
orbit.[90]Crew,1
Demo-231,1
Station(ISS).[91]24,1
2021Most,1
"mission,",1
143,1
