word,count
indonesiainterlingueíslenskaitalianoעבריתქართულიқазақшаkurdîкыргызчаlatviešulëtzebuergeschlietuviųlimburgsmagyarമലയാളംमराठीმარგალურიbahasa,1
melayuꯃꯤꯇꯩ,1
ꯂꯣꯟмонголnederlandsनेपाली日本語norsk,1
bokmålnorsk,1
nynorskoccitanoʻzbekcha/ўзбекчаpolskiportuguêsromânăruna,1
simiрусскийscotsshqipsimple,1
englishslovenčinaslovenščinaکوردیсрпски,1
srpskisrpskohrvatski,1
српскохрватскиsuomisvenskatagalogதமிழ்ไทยtürkçeукраїнськаئۇيغۇرچە,1
uyghurchetiếng,1
việt吴语yorùbá粵語žemaitėška中文edit,1
linksthis,1
usdonatecontributehelplearn,1
articleabout,1
11:23(utc).text,1
namearticles,1
linksarticles,1
2021articles,1
linkscs1,1
unknowncs1,1
periodicalarticles,1
descriptionshort,1
wikidatawikipedia,1
vandalismuse,1
2019all,1
englishuse,1
2020coordinates,1
wikidatapages,1
2012all,1
eventsrandom,1
statementscommons,1
wikidataarticles,1
clipsnavigation,1
menupersonal,1
toolsnot,1
log,1
intalkcontributionscreate,1
accountlog,1
innamespacesarticletalkvariantsexpandedcollapsedviewsreadview,1
sourceview,1
historymoreexpandedcollapsedsearchnavigationmain,1
pagecontentscurrent,1
edit,1
available,1
habitabilityspace,1
77.473,1
49,1
"template:cite_news"",""",1
9.27%,1
222.708,1
"template:infobox_company"",""",1
8.69%,1
208.817,1
"template:infobox"",""",1
3.38%,1
81.241,1
"template:elon_musk_series"",""",1
3.22%,1
"template:sidebar"",""",1
9.79%,1
3.13%,1
75.330,1
"template:short_description"",""",1
2.77%,1
66.570,1
"template:official_url""]},""scribunto"":{""limitreport-timeusage"":{""value"":""1.428"",""limit"":""10.000""},""limitreport-memusage"":{""value"":15191416,""limit"":52428800},""limitreport-profile"":[[""?"",""400"",""26.7""],[""scribunto_luasandboxcallback::match"",""140"",""9.3""],[""scribunto_luasandboxcallback::callparserfunction"",""140"",""9.3""],[""datawrapper",1
"\u003cmw.lua:668\u003e"",""80"",""5.3""],[""select_one",1
"\u003cmodule:citation/cs1/utilities:345\u003e"",""80"",""5.3""],[""scribunto_luasandboxcallback::getallexpandedarguments"",""60"",""4.0""],[""scribunto_luasandboxcallback::gsub"",""60"",""4.0""],[""date"",""40"",""2.7""],[""type"",""40"",""2.7""],[""coins_replace_math_stripmarker",1
"\u003cmodule:citation/cs1/coins:96\u003e"",""40"",""2.7""],[""[others]"",""420"",""28.0""]]},""cachereport"":{""origin"":""mw1452"",""timestamp"":""20211018210731"",""ttl"":1814400,""transientcontent"":false}}});});{""@context"":""https:\/\/schema.org"",""@type"":""article"",""name"":""spacex"",""url"":""https:\/\/en.wikipedia.org\/wiki\/spacex"",""sameas"":""http:\/\/www.wikidata.org\/entity\/q193701"",""mainentity"":""http:\/\/www.wikidata.org\/entity\/q193701"",""author"":{""@type"":""organization"",""name"":""contributors",1
wikimedia,1
"projects""},""publisher"":{""@type"":""organization"",""name"":""wikimedia",1
"inc."",""logo"":{""@type"":""imageobject"",""url"":""https:\/\/www.wikimedia.org\/static\/images\/wmf-hor-googpub.png""}},""datepublished"":""2004-07-16t17:12:15z"",""datemodified"":""2021-10-14t11:23:23z"",""image"":""https:\/\/upload.wikimedia.org\/wikipedia\/commons\/e\/ee\/iridium-4_mission_%2825557986177%29.jpg"",""headline"":""american",1
235.378,1
"template:cite_web"",""",1
thecreative,1
non-profit,1
attribution-sharealike,1
license;,1
term,1
apply.,1
"site,",1
theterms,1
useandprivacy,1
policy.,1
wikipedia®,1
register,1
trademark,1
thewikimedia,1
organization.privacy,1
164,1
policyabout,1
wikipediadisclaimerscontact,1
wikipediamobile,1
viewdevelopersstatisticscookie,1
"statement(rlq=window.rlq||[]).push(function(){mw.config.set({""wgpageparsereport"":{""limitreport"":{""cputime"":""2.534"",""walltime"":""2.904"",""ppvisitednodes"":{""value"":15797,""limit"":1000000},""postexpandincludesize"":{""value"":636893,""limit"":2097152},""templateargumentsize"":{""value"":16954,""limit"":2097152},""expansiondepth"":{""value"":21,""limit"":40},""expensivefunctioncount"":{""value"":21,""limit"":500},""unstrip-depth"":{""value"":1,""limit"":20},""unstrip-size"":{""value"":806270,""limit"":5000000},""entityaccesscount"":{""value"":1,""limit"":400},""timingprofile"":[""100.00%",1
2403.398,1
"-total"",""",1
58.29%,1
1400.884,1
"template:reflist"",""",1
33.20%,1
797.983,1
attributionall,1
linkssource,1
categories:webarchive,1
spanrocketship,1
galacticarcaassociation,1
astronautsastronaute,1
club,1
européencommercial,1
federationcopenhagen,1
suborbitalsspace,1
foundationspace,1
tourism,1
societydefunctarmadillo,1
aerospacegolden,1
spike,1
companyorion,1
toursspace,1
companyspacex#dearmoon,1
group(space,1
project)xcor,1
aerospacevehiclescurrentsoyuzdragon,1
2new,1
shepardspaceshiptwofuturenew,1
glennspaceship,1
iiistarlinerstarshipliving,1
spacecommercialization,1
spacespace,1
colonizationspace,1
habitatspace,1
medicinespace,1
projectvirgin,1
adventuresthe,1
2002hidden,1
spaceterraforming,1
survivalspace,1
habitatterraformingspace,1
habitatsbishop,1
ringmckendree,1
cylindero'neill,1
cylinderstanford,1
toruscolonization,1
targetsasteroidsmininglagrange,1
pointsinner,1
systemvenusmarsmoonouter,1
systemeuropatitantrans-neptunian,1
objectsfree,1
targetsmarsvenusorganizationsmars,1
corporationspace,1
societynasanational,1
societyspacexthe,1
planetary,1
societyvtespace,1
tourismorganizationsactiveaxiom,1
spacebigelow,1
aerospaceblue,1
originairbus,1
d&smojave,1
venturesorbital,1
technologiespdasredwiresierra,1
nevada,1
stationsuborbital,1
spaceplanespace,1
competitionsamerica's,1
"""https://en.wikipedia.org/w/index.php?title=spacex&oldid=1049877423""categories:spacex2002",1
portalstars,1
portalastronomy,1
portalrocketry,1
portallos,1
portalcompanies,1
portalauthority,1
controlgeneralintegrated,1
authority,1
(germany)isni1viaf1worldcatnational,1
librariesnorwayunited,1
statesczech,1
republicisraelretrieved,1
californiaaerospace,1
prizeansari,1
statesamerican,1
2002commercial,1
providerscompanies,1
californiaelon,1
"muskhawthorne,",1
californiahyperloopmanufacturing,1
angelesmanufacturing,1
2002private,1
companiesscience,1
angelesspacecraft,1
manufacturerstechnology,1
angelestechnology,1
moonspaceflight,1
segmenttourism,1
ns-16plannedaxiom-1dearmoonrelatedaxiom,1
origin,1
prizegoogle,1
prizespace,1
elevator,1
competitionsspace,1
touristspastdennis,1
titomark,1
shuttleworthgregory,1
olsenanousheh,1
ansaricharles,1
simonyirichard,1
garriottguy,1
lalibertéoliver,1
daemenjared,1
isaacmansian,1
proctorhayley,1
arceneauxchristopher,1
sembroskiklim,1
shipenkoyulia,1
peresildplannedyusaku,1
maezawayozo,1
hiranolarry,1
connormark,1
pathyeytan,1
stibbespace,1
tourismmissionspastinspiration4blue,1
"domain.^ab""elon",1
«technica.archivedfrom,1
nothing,1
march2021.^abmichael,1
galit(15,1
"2021).""discrete",1
sars-cov-2,1
antibody,1
titers,1
functional,1
humoral,1
"stability"".nature",1
communications.12(1):,1
"1018.bibcode:2021natco..12.1018b.doi:10.1038/s41467-021-21336-8.pmc7884400.pmid33589636.^""sec",1
"d/a"".www.sec.gov.",1
commission.archivedfrom,1
spacex:,1
"nilles,",1
visit,1
slide,1
"3"".",1
"march2017.^abcberger,",1
"time"".ars",1
march2021.^gwynne,1
2014).discussion,1
council.,1
event,1
occur,1
37:50–38:58.,1
march2017.we,1
"j.;alter,",1
douglas,1
integrated...,1
guruprasad;,1
"rhee,",1
justin;,1
"petersen,",1
eric;,1
"mormann,",1
benjamin;,1
st,1
"aubin,",1
michael;,1
"hasdianda,",1
mohammad,1
"jambaulikar,",1
"boyer,",1
"s.;lauffenburger,",1
edward,1
"w.;sabeti,",1
pardis,1
"c.;barouch,",1
dan,1
h.;,1
"julg,",1
boris,1
"d.;musk,",1
r.;,1
"menon,",1
anil,1
vertically,1
metal,1
"2007).""u.s.",1
nasa.gov.,1
paur,1
rocket-testing,1
"facility"".wired.archivedfrom",1
activate,1
ahead,1
busy,1
"2020"".",1
"june2021.^""nasa",1
administrator,1
bolden,1
view,1
"capsule"".",1
june2021.^irene,1
"liftoff"".",1
klotz,1
appetite,1
sit,1
"grows"".",1
(2020).falcon,1
guide(pdf).,1
14.archived(pdf)from,1
"march2021.^spudis,",1
"d.""the",1
tale,1
"1"".air",1
"may2021.^wolf,",1
march2017.^jason,1
ready,1
sheet,1
multiple,1
wire,1
format,1
roll,1
out...,1
eliminate,1
exponential,1
g&a,1
fee,1
additions,1
[that,1
experience,1
have],1
layer,1
"materials).^""reusable",1
integration...,1
[about],1
63,1
revenue,1
subcontractors,1
[but,1
at],1
lower-level,1
integration,1
"(wires,",1
"connectors,",1
raw,1
yiyuan;,1
"hu,",1
samuel;,1
nationalgeographic.com.,1
night,1
"sky"".the",1
economist.,1
"june2019.^""spacex's",1
"forever,",1
and,1
not,1
"happy"".forbes.archivedfrom",1
"june2019.^""will",1
harm,1
astronomy?,1
"know"".",1
march2021.^spacex,1
unexpected,1
"2020).""astronomy",1
discussion,1
academy,1
"sciences"".archivedfrom",1
"april2021.^o'callaghan,",1
cascade,1
"junk"".scientific",1
american.archivedfrom,1
august2020.^does,1
pose,1
debris,1
threat?,1
ruin,1
"june2019.^""the",1
"beger,",1
2019this,1
"beta'"".forbes.archivedfrom",1
october2020.^caleb,1
henry,1
"2017).""fcc",1
applications,1
non-geostationary,1
"constellations"".",1
application,1
blanket-licensed,1
stationsarchivedmay,1
"29,",1
"machineses-lic-intr2019-00217,",1
"domain.^""spacex's",1
"stars"".the",1
$900,1
fcc,1
"areas"".",1
"december2020.^immanni,",1
manikanta,1
collaborate,1
"customers"".techdator.archivedfrom",1
"may2021.^hall,",1
shannon,1
(june,1
fear,1
outnumber,1
an,1
expert,1
answers.archived17,1
makda;,1
yannic,1
c.;,1
"fischinger,",1
stephanie;,1
"siddiqui,",1
sameed,1
m.;,1
"chen,",1
zhilin;,1
"yu,",1
jingyou;,1
"gebre,",1
"atyeo,",1
machinejan,1
caroline;,1
"gorman,",1
"zhu,",1
alex,1
lee;,1
jaewon;,1
"burke,",1
john,1
s.;,1
"slein,",1
matthew;,1
"gluck,",1
"viafoxbusiness.com.^bartsch,",1
february2021–,1
"learned"".wall",1
study.,1
"hattenbach,sky",1
"telescope,",1
"2019^""starlink",1
"v1.0"".",1
space.skyrocket.de.archivedfrom,1
july2021.^alan,1
boyle,1
race,1
nbc.archivedfrom,1
"competition""(pdf).",1
"march2017.^bonasio,",1
alice,1
"2018).""is",1
"seriously?"".ars",1
"april2021.^etherington,",1
"2019).""team",1
tum,1
288,1
mph,1
"speed"".techcrunch.archivedfrom",1
"april2021.^krouse,",1
sarah,1
"4,000",1
workers,1
join,1
jim,1
let,1
«ars,1
2005.,1
resilience,1
"station,",1
expedition,1
64,1
"crew"".",1
"november2020.^sheetz,",1
(23,1
"year"".cnbc.archivedfrom",1
"june2021.^sheetz,",1
"2021).""two",1
"arrives"".cnbc.archivedfrom",1
"i""(press",1
"march2017.^ab""nasa",1
arrive,1
"spacex""(press",1
2008.archivedfrom,1
domain.^spacex's,1
novemberarchivedjuly,1
"techcrunch,",1
"etherington,",1
"2017^""u.s.",1
"launches"".reuters.",1
february2019.^mike,1
gruss,1
$82,1
"satellite"".",1
"november2020.^""dragon",1
mission:,1
percent:,1
"test"".",1
morring,1
"2011).""five",1
vie,1
"spaceflight"".",1
step,1
americans,1
"soil"".",1
"domain.^ab""nasa",1
2014.archivedfrom,1
"domain.^post,",1
hannah,1
"2015).""crew",1
"january2020.^""nasa",1
"wattles.""spacex-nasa",1
"station"".teslarati.com.archivedfrom",1
march2018.^ksmith,1
"2019).""crew",1
"iss"".",1
"january2020.^northon,",1
karen,1
"2020).""nasa,",1
"spacecraft"".",1
january2020.this,1
"domain.^""demo-2",1
groundwork,1
november2020.^jackie,1
40,1
"force"".",1
"canaveral"".reuters.archivedfrom",1
"half"".",1
sydney,1
morning,1
herald,1
day.archivedfrom,1
march2017.^andrea,1
shalal,1
"2015).""lockheed-boeing",1
"survive"".",1
yahoo.archivedfrom,1
march2017.^greg,1
avery,1
"2014).""ula",1
denver,1
launcher,1
march2017.^melody,1
"2014).""congress",1
oks,1
bill,1
ban,1
russian-made,1
"engines"".the",1
"march2017.^berger,",1
"2020).""forget",1
secret,1
sauce,1
"success"".",1
fight,1
"2015).""nbn",1
reuters.,1
that's,1
"march2017.^""spacex's",1
"says"".",1
february2019.[permanent,1
"link]^""ula,",1
$650,1
"contracts"".florida",1
today.archivedfrom,1
prepare,1
nro,1
"february2019.^erwin,",1
$739,1
$653,1
"start"".archivedfrom",1
ramli,1
"august2020.^""inspiration4:",1
"dragon"".space.com.",1
september2021.^jonathan,1
amos,1
ses,1
tv,1
"asia"".bbc",1
"2013).""the",1
"rocketeer"".",1
foreign,1
policy.archivedfrom,1
march2017.^david,1
jr.,1
"march2017.^frank,",1
2011.archivedfrom,1
march2017.^leonard,1
incentives,1
300,1
job,1
brownsville,1
"area"".",1
governor,1
rick,1
perry.,1
march2017.^eric,1
"2014).""texas,",1
"brownsville"".",1
mysanantonio.com.archivedfrom,1
david,1
"april2021.^""gov.",1
faa,1
approval,1
propose,1
"texas"".cbs",1
march2017.^jeff,1
foust,1
"spaceport"".",1
lab,1
seattle,1
geekwire.,1
october2018.^gene,1
expand,1
perry,1
"july"".cnet.archivedfrom",1
"hurdle"".",1
nail,1
"april2021.^howell,",1
elizabeth,1
"2020).""see",1
evolution,1
"pictures"".space.com.archivedfrom",1
april2021.^chris,1
"2011).""spacex:",1
tag,1
team,1
"year"".",1
saocom,1
1a,1
"landing"".",1
"eric.""elon",1
"february2019.^granath,",1
bob,1
"2015).""nasa,",1
property,1
agreement,1
"pad"".",1
march2018.this,1
"domain.^""nasa,",1
partner,1
"program"".blogs.nasa.gov.archivedfrom",1
february2019.this,1
"domain.^mack,",1
sqft,1
"ca"".",1
"county"".orange",1
safety,1
"extension"".",1
insider.archivedfrom,1
celebrate,1
"return"".",1
march2017.^chris,1
"2015).""nasa",1
"cygnus"".",1
$700,1
"million"".",1
"march2017.^""smsr",1
integrate,1
"schedule""(pdf).office",1
assurance.nasa.,1
county,1
2021.archived(pdf)from,1
"may2021.^""microgravity",1
"flights"".glenn",1
center.nasa.,1
retrieved27,1
"february2021.^sheetz,",1
powerful,1
moon's,1
"astronauts"".",1
"april2020.^""private",1
taxi's,1
pass,1
'push',1
"2014).""nasa",1
rhian,1
march2017.^abjason,1
register.,1
july2020.^dennis,1
"stone,",1
"""nasa's",1
"transportation"",acta",1
"astronautica63,",1
1-4,1
(2008):192–97^atlanticcouncil,1
"2014),discussion",1
"spacex,archivedfrom",1
"march2018^abzapata,",1
edgar,1
"2017).""an",1
cots/crs,1
implications,1
"missions""(pdf).archived(pdf)from",1
2019.cite,1
journal,1
"requires|journal=(help)^""mission",1
"center"".",1
"2012).""big",1
day,1
entrepreneur,1
promise,1
"more"".the",1
response,1
scenario.[200]on,1
"shares"".archivedfrom",1
withgoogle,1
providerin,1
us$350,1
us$21,1
billion.[61]in,1
45%,1
contracts.[62]by,1
100,1
represent,1
revenue.[63]the,1
andgovernment(nasa/dod),1
customers.[64]this,1
measure,1
launches.[65]in,1
"asubsidiary,the",1
"company,[66]and",1
construct,1
tunnel,1
utilize,1
"employees,[67]which",1
"2018,[68]and",1
open,1
2018.[69]during,1
wasspun,1
outinto,1
separatecorporate,1
rocket.[60]2017–2018:,1
class,1
"again,",1
solidify,1
standard,1
pre-launchstatic,1
test.[55]the,1
"payload,",1
theamos-6communications,1
value,1
us$200,1
destroyed.[56]the,1
theliquid,1
oxygenthat,1
cold,1
withcarbon,1
space.[59]the,1
compositehelium,1
vessels.[57]though,1
unsuccessful,1
four-month,1
hiatus,1
wrong.,1
2017.[58]on,1
theses-10satellite.,1
re-launch,1
payload-carrying,1
back,1
entitywith,1
remainder,1
musk.[69]2019–present:,1
additionalus$1.61billion,1
fromkennedy,1
39a(lc-39a),1
thekennedy,1
centerinflorida.[77]on,1
us$1.9,1
"round,",1
fundraise,1
push,1
increase,1
us$46,1
billion.[78][79][80]in,1
99,1
mark,1
investors[81]at,1
"$420,[80]raising",1
approximatelyus$74billion.,1
thanus$6billion,1
date.,1
capital-intensive,1
phase,1
principally,1
field,1
vehicle.[81]by,1
enter,1
years.[75][76]the,1
stationand,1
launcheson,1
across,1
help,1
thestarshipandstarlinkprojects.[70]construction,1
florida,1
move,1
newspacex,1
sitelater,1
year.,1
"satellites,",1
year.[71]spacex,1
us$1.33,1
capital,1
round,1
"demo-2,",1
2019.[72]by,1
us$33.3,1
billion[73]and,1
us$36,1
2020.[74]on,1
(doug,1
hurleyandbob,1
behnken),1
acrew,1
dragonspacecraft,1
duringcrew,1
stage.[54]in,1
choose,1
discount,1
growthlaunch,1
"low-altitude,",1
low-speed,1
aspects,1
technology.[42]thefalcon,1
prototypesperformed,1
takeoffs,1
(vtol).,1
"high-velocity,",1
high-altitude,1
theboosteratmospheric,1
2013.[42]2013–2015:,1
orbcomm,1
million.[41]spacex's,1
"og2-m1,",1
2014employees,1
capsuleat,1
2015spacex,1
worldwide.[43]that,1
request,1
governments,1
additionalsubsidiesto,1
face,1
spacex.[44][45]beginning,1
affect,1
active,1
invest,1
providerunited,1
share,1
system.,1
numerous,1
technical,1
certification,1
"milestones,",1
certification.[34]in,1
two-thirds,1
stock,1
own,1
musk[35]and,1
70,1
us$875,1
$200,1
onprivate,1
"markets,[36]valuing",1
us$1.3,1
billion.[37]in,1
c2+launch,1
station.[38]after,1
double,1
us$2.4,1
us$20/share.[39][40]by,1
operation.,1
"this,",1
"payloads,",1
alliance(ula).[46]the,1
offer,1
"sea,spacex",1
low-pressure,1
"tank,",1
failure.[51]2015–2017:,1
milestoneslong-exposure,1
(left),1
(right),1
"20,",1
rocket.falcon,1
anautonomous,1
ship(asds),1
barge,1
crs-8mission.spacex,1
high-pressure,1
withfalcon,1
20.[52]in,1
autonomous,1
(asds)of,1
course,1
i,1
still,1
love,1
youin,1
ocean.[53]by,1
"landings,",1
helium,1
breach,1
rise,1
permission,1
us$400,1
years.[47]in,1
"fromgoogleandfidelity,",1
exchange,1
8.33%,1
billion.[48]the,1
month,1
"constellation,",1
"calledstarlink,",1
"june,",1
ask,1
"project,",1
ofacceleration.,1
aim,1
satellites.[49]the,1
failure,1
seventh,1
"mission,crs-7exploded",1
flight.[50]the,1
problem,1
trace,1
2-foot-long,1
aheliumpressure,1
"vessel,",1
agreements,1
platformandmicrosoft,1
detail,1
azureto,1
theatlas,1
"vrockets,",1
well,1
providers,1
world.,1
ninemerlinengines,1
v1.0rocket,1
2010.,1
third,1
"flight,cots",1
firstcommercialspacecraft,1
(iss).[38]the,1
upgrade,1
v1.1in,1
"2013,falcon",1
full,1
thrustin,1
5in,1
retropropulsively,1
"recovered,",1
reflown.[97]thefalcon,1
heavyis,1
aheavy-lift,1
"63,800",1
"(140,700",1
ivand,1
thedelta,1
"(50,265",1
heavyare,1
ofproject,1
fordhardwarelaunch,1
vehiclesmain,1
vehiclesthe,1
5first,1
–vtvltechnologies,1
vehicles.spacex,1
small-liftfalcon,1
medium-liftfalcon,1
9and,1
heavy-liftfalcon,1
operational.,1
"22,800",1
intolow,1
orbit.,1
"2009,",1
successfully.[96]it,1
function,1
test-bed,1
components,1
9.[96]the,1
"funded,",1
9is,1
anmedium-lift,1
tolow,1
orbit(leo),1
"26,700",1
cycle.,1
"engines–merlin,kestrel,",1
andraptorfor,1
inlaunch,1
"vehicles,[105][106]dracofor",1
"spacecraft,[107]andsuperdracofor",1
increw,1
dragon.[108]merlin,1
usesliquid,1
oxygen(lox),1
andrp-1propellants,1
agas-generator,1
1's,1
texas.since,1
apintleinjector,1
deep-throttle,1
landings.,1
propellants,1
feed,1
via,1
"shaft,",1
dual,1
impellerturbopump.[109][110]kestrel,1
lox/rp-1pressure-fedrocket,1
main,1
severalrocket,1
undergo,1
"(58,900",1
"times,",1
togeosynchronous,1
orbit(gto).,1
slightly,1
27merlin,1
1dengines.[98][99]the,1
personaltesla,1
roadsterintoheliocentric,1
orbit[100]both,1
thenational,1
launch(nssl).[101][102]as,1
129,1
127,1
1dengine,1
"successes,",1
partial,1
"success,one",1
in-flight,1
failure.,1
experienceda,1
pre-flight,1
failureprior,1
2016.[103][104]rocket,1
enginesmain,1
enginesthemerlin,1
object,1
passive,1
.reflist-lower-roman{list-style-type:lower-roman}^excluding,1
c2+22,1
2008first,1
414,1
2009first,1
orbit.razaksatonfalcon,1
59,1
2010first,1
spacecraft.spacex,1
dragononspacex,1
125,1
2012first,1
station(iss).[86]dragon,1
2015first,1
company.list,1
land.falcon,1
9b1019onorbcomm,1
og2,1
m28,1
2016first,1
platform.falcon,1
9b1021onspacex,1
crs-830,1
"reuse,",1
(second),1
stage.[59]falcon,1
spacexdateachievementflight28,1
firsts,1
control,1
separate,1
on-ground,1
compute,1
network,1
forstarlink.[82]summary,1
achievementsmajor,1
reduction,1
notable,1
continue,1
relaunches,1
multi-yearprogram,1
technology.,1
"boosters,b1049andb1051,",1
"result,",1
respectively.[83]elon,1
say,1
fleet,1
"leader,b1051,",1
past,1
flights.[84]spacex,1
self-funded,1
"efforts,",1
traditionalcost-plus,1
contractingof,1
government.,1
9b1021onses-1030,1
flyback,1
.reflist-lower-greek{list-style-type:lower-greek}.mw-parser-output,1
all-private,1
"mission,",1
143,1
satellites.[a][92]transporter-1,1
onfalcon,1
917,1
mission.,1
(national,1
previously,1
boosters.)[93]gps,1
iii-05onfalcon,1
b106216,1
crew.[94][95]inspiration4.mw-parser-output,1
station(iss).[91]24,1
.reflist{font-size:90%;margin-bottom:0.5em;list-style-type:decimal}.mw-parser-output,1
.reflist,1
.references{font-size:100%;margin-bottom:0;list-style-type:inherit}.mw-parser-output,1
.reflist-columns-2{column-width:30em}.mw-parser-output,1
.reflist-columns-3{column-width:25em}.mw-parser-output,1
.reflist-columns{margin-top:0.3em}.mw-parser-output,1
ol{margin-top:0}.mw-parser-output,1
li{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output,1
.reflist-upper-alpha{list-style-type:upper-alpha}.mw-parser-output,1
.reflist-upper-roman{list-style-type:upper-roman}.mw-parser-output,1
.reflist-lower-alpha{list-style-type:lower-alpha}.mw-parser-output,1
2021most,1
demo-231,1
fairing.[87]ses-103,1
crew-capable,1
re-flight,1
spacecraft.[88]dragon,1
c106onspacex,1
crs-116,1
2018first,1
intoheliocentric,1
orbit.elon,1
roadsteronfalcon,1
flight2,1
orbit.crew,1
demo-13,1
station(iss).25,1
orbit.[90]crew,1
afull-flow,1
cycle,1
engine(raptor).[89]starhopper11,1
fairing.,1
thearabsat-6amission,1
2019.starlink,1
v1.0january,1
2020largest,1
operator,1
world.[71]starlink,1
v1.030,1
entire,1
produce,1
pintle,1
systemforinterplanetary,1
3.3em}@media(max-width:720px){body.mediawiki,1
.sidebar{width:100%!important;clear:both;float:none!important;margin-left:0!important;margin-right:0!important}}this,1
ofa,1
aboutelon,1
muskawards,1
"honorsviewscompanieszip2x.compaypalspacextesla,",1
inc.tesla,1
energyopenaineuralinkthe,1
companyin,1
popular,1
muskludicrouspower,1
"play""members",1
"only""""the",1
"earth""""one",1
"morty""relatedboring",1
tunnelcriticism,1
teslamaye,1
muskhyperlooptesla,1
spacetslaq.mw-parser-output,1
.navbar{display:inline;font-size:88%;font-weight:normal}.mw-parser-output,1
.navbar-collapse{float:left;text-align:left}.mw-parser-output,1
.navbar-boxtext{word-spacing:0}.mw-parser-output,1
ul{display:inline-block;white-space:nowrap;line-height:inherit}.mw-parser-output,1
".navbar-brackets::before{margin-right:-0.125em;content:""[",1
"""}.mw-parser-output",1
0.4em;text-align:center;margin:0,1
.sidebar-list-title-c{padding:0,1
0.4em;text-align:left;font-weight:bold;line-height:1.6em;font-size:105%}.mw-parser-output,1
.sidebar-title-with-pretitle{padding:0.1em,1
.sidebar-none{float:none;clear:both;margin:0.5em,1
.sidebar-outer-title{padding:0,1
0.2em;font-size:125%;line-height:1.2em;font-weight:bold}.mw-parser-output,1
.sidebar-top-image{padding:0.4em}.mw-parser-output,1
".sidebar-top-caption,.mw-parser-output",1
".sidebar-pretitle-with-top-image,.mw-parser-output",1
.sidebar-caption{padding:0.2em,1
.sidebar-pretitle{padding:0.4em,1
".sidebar-title,.mw-parser-output",1
.sidebar-title-with-pretitle{padding:0.2em,1
0.8em;font-size:145%;line-height:1.2em}.mw-parser-output,1
.sidebar-image{padding:0.2em,1
.sidebar-list-title{padding:0,1
.sidebar-heading{padding:0.1em,1
.sidebar-content{padding:0,1
0.5em,1
.sidebar-content-with-subgroup{padding:0.1em,1
0.2em}.mw-parser-output,1
.sidebar-below{padding:0.3em,1
0.8em;font-weight:bold}.mw-parser-output,1
.sidebar-below{border-top:1px,1
#aaa;border-bottom:1px,1
#aaa}.mw-parser-output,1
.sidebar-navbar{text-align:right;font-size:115%;padding:0,1
".navbar-brackets::after{margin-left:-0.125em;content:""",1
"]""}.mw-parser-output",1
li{word-spacing:-0.125em}.mw-parser-output,1
landingfor,1
fundedliquid-propellant,1
rocketto,1
1in,1
"2008),",1
(dragonin,1
"2010),",1
(dragon,1
"2012),",1
firstvertical,1
take-off,1
propulsive,1
"2015),",1
andstarlinkcommunications,1
"2017),",1
station(spacex,1
demo-2in,1
2020).,1
reflown,1
rocketsover,1
times.spacex,1
megaconstellation,1
launched.,1
"developingstarship,",1
"funded,fully",1
satellites.spacex's,1
"engines,dragoncargo,",1
.navbar-mini,1
corp.(spacex),1
abbr{font-variant:small-caps;border-bottom:none;text-decoration:none;cursor:inherit}.mw-parser-output,1
.navbar-ct-full{font-size:114%;margin:0,1
7em}.mw-parser-output,1
.navbar-ct-mini{font-size:114%;margin:0,1
4em}.mw-parser-output,1
.infobox,1
.navbar{font-size:100%}.mw-parser-output,1
.navbox,1
.navbar{display:block;font-size:100%}.mw-parser-output,1
.navbox-title,1
.navbar{float:left;text-align:left;margin-right:0.5em}vtespace,1
americanaerospace,1
"vehicles,several",1
"manufacturer,space",1
transportationservices,1
andcommunicationscorporation,1
found,1
2002,1
byelon,1
muskwith,1
enable,1
thecolonization,1
mars.,1
heavylaunch,1
.sidebar-left{float:left;clear:left;margin:0.5em,1
.sidebar-subgroup{width:100%;margin:0;border-spacing:0}.mw-parser-output,1
1em!important}.mw-parser-output,1
"wikipedia,",1
"california"",""hyperloop"",""manufacturing",1
"angeles"",""manufacturing",1
"2002"",""private",1
"companies"",""science",1
"angeles"",""spacecraft",1
"manufacturers"",""technology",1
"angeles"",""technology",1
"2002""],""wgpagecontentlanguage"":""en"",""wgpagecontentmodel"":""wikitext"",""wgrelevantpagename"":""spacex"",""wgrelevantarticleid"":832774,""wgisprobablyeditable"":!1,""wgrelevantpageisprobablyeditable"":!1,""wgrestrictionedit"":[""autoconfirmed""],""wgrestrictionmove"":[],""wgflaggedrevsparams"":{""tags"":{""status"":{""levels"":-1}}},""wgmediavieweronclick"":!0,""wgmediaviewerenabledbydefault"":!0,""wgpopupsflags"":10,""wgvisualeditor"":{""pagelanguagecode"":""en"",""pagelanguagedir"":""ltr"",""pagevariantfallbacks"":""en""},""wgmfdisplaywikibasedescriptions"":{""search"":!0,""nearby"":!0,""watchlist"":!0,""tagline"":!1},""wgwmeschemaeditattemptstepoversample"":!1,""wgulscurrentautonym"":""english"",",1
